/Users/anatolijostapenko/.nvm/versions/node/v10.14.2/bin/node /Users/anatolijostapenko/bmstu/annihilators/index.js
[ 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1 ]
[ 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1 ]
[ 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1 ]
[ 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1 ]
[ 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1 ]
[ 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1 ]
[ 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1 ]
[ 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1 ]
[ 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1 ]
[ 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1 ]
[ 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1 ]
[ 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1 ]
[ 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1 ]
[ 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1 ]
[ 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1 ]

[ 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1 ]
[ 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1 ]
[ 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1 ]
[ 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1 ]
[ 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1 ]
[ 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1 ]
[ 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1 ]
[ 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1 ]
[ 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1 ]
[ 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1 ]
[ 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1 ]
[ 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1 ]
[ 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1 ]
[ 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1 ]
[ 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1 ]
[ 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1 ]

[ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1 ]
[ 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1 ]
[ 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1 ]
[ 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1 ]
[ 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1 ]
[ 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1 ]
[ 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1 ]
[ 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1 ]
[ 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1 ]
[ 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1 ]
[ 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1 ]
[ 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1 ]
[ 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1 ]
[ 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1 ]
[ 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1 ]
[ 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1 ]

[ 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1 ]
[ 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1 ]
[ 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1 ]
[ 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1 ]
[ 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1 ]
[ 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1 ]
[ 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1 ]
[ 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1 ]
[ 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1 ]
[ 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1 ]
[ 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1 ]
[ 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1 ]
[ 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1 ]
[ 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1 ]
[ 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1 ]
[ 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1 ]
{ counter: 128 }
theorem-6-hypothesis-III: 1130155.977ms

Process finished with exit code 0
