/Users/anatolijostapenko/.nvm/versions/node/v10.14.2/bin/node /Users/anatolijostapenko/bmstu/annihilators/index.js
[ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 ]
[ 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0 ]
[ 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0 ]
[ 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0 ]

[ 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0 ]
[ 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0 ]
[ 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0 ]
[ 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0 ]

[ 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0 ]
[ 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0 ]
[ 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0 ]
[ 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0 ]

[ 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0 ]
[ 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0 ]
[ 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0 ]
[ 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0 ]



[ 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0 ]
[ 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0 ]
[ 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0 ]
[ 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0 ]
[ 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0 ]
[ 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0 ]
[ 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0 ]
[ 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0 ]
[ 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0 ]
[ 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0 ]
[ 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0 ]
[ 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0 ]
[ 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0 ]
[ 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0 ]
[ 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0 ]
[ 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0 ]



[ 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1 ]
[ 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1 ]
[ 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1 ]
[ 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1 ]
[ 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1 ]
[ 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1 ]
[ 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1 ]
[ 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1 ]
[ 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1 ]
[ 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1 ]
[ 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1 ]
[ 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1 ]
[ 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1 ]
[ 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1 ]
[ 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1 ]
[ 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1 ]



[ 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1 ]
[ 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1 ]
[ 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1 ]
[ 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1 ]
[ 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1 ]
[ 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1 ]
[ 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1 ]
[ 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1 ]
[ 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1 ]
[ 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1 ]
[ 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1 ]
[ 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1 ]
[ 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1 ]
[ 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1 ]
[ 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1 ]
[ 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1 ]
{ counter: 64 }
theorem-6-hypothesis: 184642.759ms

Process finished with exit code 0
